திருக்குற்றாலக் குறவஞ்சி சொல்லடைவு
தாதன் - 274.1 
தாதுவோ - 223.18 
தாதை - 399.1 
தாம் - 85.3; 223.27; 315.1; 326.2; 348.1 
தாமரை - 212.3 
தாமும் - 291.3,3 
தாமே - 92.1 
தாய் - 69.4 
தாய்தந்தை - 182.1 
தாயகமாகவும் - 280.2 
தாயை - 316.3 
தார் - 274.4; 297.1; 331.1; 410.2 
தாராய் - 350.1 
தாராவும் - 265.3; 305.4 
தாராளமான - 305.4 
தாரின் - 13.1 
தாரும் - 238.2 
தாரேன் - 300.4 
தாரை - 155.3 
தாலம் - 326.1 
தாவிய - 47.1 
தாழை - 156.4 
தாழையில் - 156.3 
தாள் - 304.1; 309.4 
தாளர் - 110.2 
தான் - 52.2; 54.4; 56.3; 59.2; 70.2; 91.4; 192.2; 223.28; 240.1; 289.2; 306.4 
தான - 306.1 
தானம் - 166.1 
தானவர் - 312.2 
தானிகளாகவும் - 280.3 
தானிகன் - 285.1 
தானியமோ - 223.19 
தானே - 212.3; 324.4; 410.4 
தானை - 13.1 
தானைத்தலைவன் - 279.1 
தானையால் - 186.1 
தானோ - 54.1; 62.2 
திக்கில் - 345.3 
திக்கு - 69.1; 158.2; 250.4; 252.4 
திக்குமே - 222.2 
திகம்பரனை - 406.2 
திகுர்த - 47.3 
திங்கள்கொழுந்து - 51.3 
திங்கள்கொழுந்தையும் - 74.2 
திங்களை - 53.1; 77.2 
திசை - 195.4 
திசைக்கரி - 10.2 
திசைதிசை - 13.4 
திட்டி - 223.25 
திடத்தானை - 404.2 
திண்டாட - 41.3 
திண்டாடி - 354.2 
திண்ணமாக - 244.1 
தித்திச்சுக்கிடக்கும் - 36.2 
தியக்கமோ - 223.29 
தியங்கும் - 114.2 
திரகூடராசருக்கு - 93.1 
திரவியம் - 223.24; 309.7 
திரள் - 267.2 
திரி - 66.3; 206.1 
திரிகண்ணரானவர் - 223.26 
திரிகூட - 30.1; 53.1; 72.1; 124.1; 163.2,4; 165.1; 175.2; 249.1; 250.4; 252.4; 253.4; 257.2; 262.2; 288.1; 297.1; 304.1; 321.4; 332.1; 339.4; 343.1; 354.1; 406.2 
திரிகூடச்செல்வனை - 403.2 
திரிகூடத்தார் - 410.2 
திரிகூடத்தில் - 39.1; 207.1; 222.3; 258.2; 308.1; 316.1; 317.1; 318.4; 319.1 
திரிகூடத்து - 253.1; 281.3 
திரிகூடநாதர் - 67.3; 159.4; 212.1; 245.1; 257.1; 266.1; 315.4 
திரிகூடநாதன் - 244.2 
திரிகூடநாதா - 58.4 
திரிகூடநாயகர் - 73.1; 265.1 
திரிகூடப்பெருமானார் - 15.1 
திரிகூடம் - 47.3; 320.4 
திரிகூடமலை - 114.4; 121.4; 132.2; 136.2; 140.2; 144.2; 148.2; 152.2; 153.3; 251.4 
திரிகூடமலைக்கே - 235.1 
திரிகூடமலையான் - 115.2 
திரிகூடமலையில் - 341.2 
திரிகூடமுதல்வர் - 116.3 
திரிகூடராசர் - 38.4 
திரிகூடராசனே - 19.2 
திரிகூடவரையானைக் - 407.1 
திரிந்திடும் - 302.2 
திரிந்து - 166.2; 266.4; 302.3,3,3 
திரிந்தேனே - 393.1 
திரியுது - 302.1 
திரியும் - 163.3; 243.1 
திரிவேணிசங்கம் - 172.1 
திரு - 343.1 
திருக்காளத்தி - 320.1 
திருக்குற்றால - 82.3; 180.1 
திருக்குற்றாலநாதர் - 86.1 
திருக்குற்றாலநாதலிங்கர் - 97.1 
திருக்குற்றாலர் - 52.3; 59.1; 85.3; 154.4; 155.4; 162.4; 263.2; 292.1; 337.1; 353.1 
திருக்கொன்றை - 73.3 
திருகி - 44.3 
திருகு - 361.2,2 
திருச்செந்தூர் - 321.1 
திருச்செவி - 14.2 
திருத்தி - 296.1 
திருத்து - 278.4; 279.3; 280.4; 282.4; 283.4 
திருத்தும் - 274.1 
திருத்தொடை - 305.2 
திருந்த - 303.1 
திருந்து - 33.3 
திருநாட்டில் - 348.1 
திருநாட்டு - 163.2 
திருநாமம் - 257.2 
திருநாளும் - 95.1; 283.3 
திருநீறு - 58.3; 257.2 
திருப்பணி - 273.2; 305.1 
திருப்பணியும் - 278.1; 281.3 
திருப்பலாண்டு - 10.3 
திருப்பாட்டும் - 103.1 
திரும்ப - 92.1 
திரும்பி - 336.1 
திருமகனை - 399.1 
திருமருங்கு - 8.4 
திருமலைக்கொழுந்து - 284.1 
திருமாலும் - 19.1 
திருமிடற்றில் - 54.3 
திருமுடிக்கா - 401.1 
திருமுத்தின் - 11.2; 267.4 
திருமுறைகள் - 10.4 
திருமேனி - 106.1 
திருவண்ணாமலை - 320.1 
திருவருள் - 115.18 
திருவனந்தல் - 93.1; 106.2 
திருவாங்கோடு - 321.2 
திருவாசல் - 98.2; 306.2 
திருவானைக்கா - 320.3 
திருவிளையாட்டத்தில் - 274.4 
திருவிளையாட்டம் - 253.2; 263.2 
திருவுளத்தால் - 211.2 
திரை - 34.4; 131.1; 133.1 
திலகமிட்டு - 116.1 
திலகமும் - 115.19 
திலத - 340.3 
திலதம் - 28.3; 29.1 
திறக்க - 10.3 
திறந்துவிட்டாள் - 329.3 
திறம் - 218.2 
திறலாளர் - 292.1 
தின்ன - 202.1 
தினகரன் - 54.3 
தினம் - 75.2; 163.1 
தினமும் - 93.2 
தினை - 134.2; 138.1 
தினைப்புனத்தில் - 150.1 
தீ - 401.1 
தீக்கொழுந்து - 74.2 
தீட்டி - 15.3; 28.3; 29.1; 330.2 
தீண்டுவார் - 106.1 
தீம் - 81.1; 161.2 
தீர்க்கிலார் - 85.2 
தீர்த்த - 180.1 
தீர்த்தத்தார் - 109.1 
தீர்த்தவர் - 85.1; 286.1 
தீர்த்துக்கொள்வேனே - 325.2 
தீர - 329.4 
தீரா - 331.3 
தீராமைக்காரியைக் - 331.3 
துக்கிணி - 202.2 
துங்கர் - 144.2 
துசம் - 278.2 
துட்டன் - 37.2 
துடி - 223.12; 332.3 
துடிக்குது - 224.3; 390.1 
துடிக்குள் - 37.1 
துடியின் - 10.2 
துடை - 389.1 
துடையில் - 337.2 
துத்திபூ - 377.1 
துதிக்கின்ற - 159.2 
துதிக்கையால் - 10.2 
துந்துபி - 128.1 
தும்பி - 137.2 
தும்பியை - 354.3 
தும்மலும் - 205.1 
துய்ய - 274.3 
துயிலுமவர் - 144.1 
துர்க்கை - 223.15 
துரத்தும் - 258.4 
துருவனுகு - 152.1 
துரை - 154.1 
துரைப்பெண்ணே - 78.2 
துரோகமும் - 158.2 
துலக்காணம் - 195.1 
துலங்கவே - 8.2 
துலங்கு - 348.4 
துலுக்கன் - 301.3 
துவரைக்குளம் - 273.2 
துவளும் - 128.3 
துள்ளாடி - 354.3 
துள்ளாடும் - 268.4 
துள்ளி - 297.3 
துள்ளு - 252.3 
துறை - 166.1 
துறைக்கே - 165.1 
துறைகள் - 172.2 
துறையவனை - 408.2 
துறையில் - 156.1 
துறையின் - 168.2 
துன்பங்கள் - 315.4 
துன்பமும் - 283.1 
துன்ன - 127.1 
துன்னி - 157.2 
தூக்கணம் - 380.1 
தூக்கிக் - 250.2 
தூங்க - 161.2 
தூண் - 262.1 
தூணி - 250.2 
தூது - 87.1,2 
தூதுபோனவர் - 88.1 
தூதுவந்த - 348.4 
தூரிலே - 81.1 
தெப்பக்குளம் - 281.2 
தெப்பத்திருநாளும் - 283.3 
தெய்வ - 14.1; 29.2; 43.1; 115.2 
தெய்வக்கொழுந்தை - 74.1 
தெய்வகன்னியர்காள் - 223.8 
தெய்வநாயகன் - 12.4; 24.1 
தெய்வம் - 206.2; 222.4 
தெய்வமுரசு - 176.1 
தெய்வமே - 58.1 
தெய்வயானைக்கும் - 402.1 
தெரிகொண்டு - 48.4 
தெரியவே - 193.4 
தெரியாமல் - 340.3 
தெருவில் - 227.1; 347.3 
தெருவிலே - 23.1 
தெலுங்கு - 115.33 
தெவிட்டாது - 163.2 
தெள் - 109.1 
தெற்கு - 141.1; 273.1; 378.1 
தென் - 71.3; 115.6; 154.4; 155.4; 156.4; 162.4; 196.3; 320.1; 331.4; 380.1 
தென்காசி - 197.2; 283.1 
தென்காசிப் - 278.1 
தென்காசியும் - 277.3 
தென்காசியூருக்கு - 280.2 
தென்கால் - 303.3 
தென்குடிசை - 305.3 
தென்மங்கலப்பேட்டை - 195.3 
தென்மலைக்கு - 142.1 
தென்றல் - 69.1; 75.2; 120.2 
தென்றலைத்தான் - 25.2 
தென்னங்கள்ளும் - 346.3 
தென்னமரம் - 281.2 
தென்னவர் - 115.34 
தென்னாடு - 393.1 
தென்னிலங்கை - 80.3 
தேக்கு - 4.3 
தேங்கவே - 9.3 
தேங்காயும் - 208.2 
தேச - 34.1 
தேசத்தில் - 368.1 
தேசத்து - 301.4 
தேசமும் - 115.31 
தேட - 162.4; 163.1 
தேடல் - 114.2 
தேடி - 166.2; 249.4; 251.1; 320.3,4; 321.3; 393.1 
தேடிச் - 321.3 
தேடிய - 110.1 
தேடிவைத்துக் - 347.3 
தேடினானே - 326.4 
தேடு - 318.4; 403.2 
தேடும் - 144.1 
தேடுவாயே - 317.4 
தேடுவானே - 321.4 
தேமாவின் - 135.1 
தேர் - 1.1; 56.4; 131.2; 155.3; 283.3 
தேர்கள் - 154.2 
தேர்ந்துகொள்வாய் - 210.2 
தேர்மண்டபம் - 281.2 
தேரின் - 13.1; 154.4 
தேரை - 155.4 
தேவ - 165.2 
தேவகணம் - 98.1 
தேவநல்லூர் - 321.2 
தேவர் - 7.3; 79.3 
தேவர்க்கும் - 158.1 
தேவர்கள் - 115.18 
தேவர்களும் - 179.1 
தேவர்துரை - 85.1 
தேவரினும் - 181.2 
தேவருக்கு - 254.1 
தேவருக்கும் - 189.1 
தேவரும் - 11.4 
தேவி - 303.1 
தேவியுடன் - 105.1 
தேவேந்தர் - 2.1 
தேளியும் - 277.4 
தேற்ற - 341.2 
தேறல் - 53.3 
தேன் - 81.1,2; 115.4,7; 134.1; 135.2; 187.2 
தேனருவி - 131.1; 165.1; 404.1 
தையலர்க்கு - 231.2 
தையலார் - 58.3 
தையலார்கள் - 67.1 
தையலாள் - 14.4 
தையலே - 128.3 
தொக்காக - 250.2 
தொக்கான - 251.4 
தொகா - 252.3 
தொகையாய் - 336.2 
தொங்க - 46.2,2,2 
தொங்கலும் - 380.2 
தொட்டாடும் - 268.4 
தொடர் - 250.2 
தொடர்ந்தது - 313.2,2 
தொடர்ந்தாளோ - 346.4 
தொடர்ந்து - 253.4; 307.4 
தொடர்ந்துவரும் - 16.1 
தொடரும் - 9.1 
தொடுத்துப் - 255.2 
தொடுவார் - 21.1 
தொடை - 369.1 
தொடையினாள் - 37.2 
தொண்டர் - 7.2 
தொண்டாடும் - 354.1 
தொண்டை - 307.1 
தொம் - 47.3 
தொம்மென - 46.2 
தொய்யில் - 35.4 
தொலைந்து - 173.2 
தொழும் - 280.4 
தொறும் - 100.2; 139.1; 143.2; 303.3 
தொறும்தொறும் - 7.3 
தொன் - 321.3 
தோகாய் - 86.3 
தோகை - 9.2; 42.3; 234.1 
தோகையர்க்கு - 225.2 
தோகையே - 153.3 
தோகை_வாகனர்க்கும் - 185.2 
தோட்ட - 273.4 
தோட்டு - 153.3 
தோடமோ - 223.25 
தோடி - 121.3 
தோடும் - 121.1 
தோணின - 358.1 
தோணுது - 357.1 
தோணுதே - 309.8 
தோத்திர - 127.2 
தோப்பிட்டு - 281.2 
தோய்ந்தவர் - 315.2 
தோல் - 250.1 
தோலால் - 255.3 
தோழர் - 354.1 
தோழி - 147.2 
தோழியருடன் - 47.2 
தோள் - 26.1; 42.1 
தோளாசைக்காரி - 344.4 
தோளின் - 297.3 
தோளை - 157.2 
தோற்கும் - 56.1 
தோற்ற - 28.1; 59.3 
தோற்றாள் - 56.2 
தோறும் - 138.1; 180.2; 253.2; 397.1 
தோன்றல் - 9.1 
தோன்றினானே - 251.4 
நகக்குறி - 330.3 
நகர் - 28.1; 42.3; 47.3; 56.1; 61.3; 67.2; 71.4; 76.1; 86.1; 110.1; 115.8; 128.1; 153.4; 196.1; 207.3; 212.1; 249.3; 280.4; 281.1; 290.3; 309.7; 347.2; 394.1 
நகர்க்கு - 310.3 
நகர்க்குள்ளே - 216.1 
நகர்க்குளே - 237.1 
நகர - 4.1; 23.1; 326.1,2; 410.3 
நகரம் - 221.1 
நகரில் - 44.1; 80.1; 192.1; 226.1; 246.1 
நகரின் - 347.2 
நகரை - 67.2 
நகுர்த - 47.3 
நகை - 115.36; 119.1; 128.3 
நகைப்பவரை - 20.2 
நகையும் - 336.1 
நங்கள் - 284.2 
நங்காய் - 223.11 
நங்கை - 40.4; 78.4 
நங்கைமார் - 53.3; 171.2 
நஞ்சி - 118.1 
நஞ்சு - 50.1; 84.3,4 
நட்டம் - 319.2 
நட - 397.4 
நடக்கும் - 249.3 
நடத்தி - 227.1 
நடத்துவார் - 61.1 
நடதானை - 404.2 
நடந்த - 275.3 
நடந்தாய் - 355.2,2 
நடந்து - 31.2; 44.2; 251.4 
நடப்போம் - 134.1 
நடம் - 14.3 
நடம்செய்தவர் - 269.2 
நடமிடுகின்ற - 120.4 
நடாத்திக் - 115.32 
நடுநடுங்க - 251.2 
நடுப் - 386.1 
நடுவே - 90.2 
நடை - 37.4; 56.1; 251.4; 309.4; 310.1,2 
நடையில் - 37.4; 337.2 
நடையினாள் - 37.4 
நத்து - 39.3 
நதியான் - 115.4 
நந்தி - 7.4; 99.1 
நம்பர் - 299.1 
நம்பியார் - 274.1 
நம்பினோரை - 315.1 
நமக்கு - 26.2 
நமை - 397.4 
நய - 42.2 
நயத்தினை - 47.2 
நயினார் - 290.1 
நரபாலன் - 284.2; 306.3 
நரர் - 7.3 
நரி - 253.3; 289.2 
நரிக்கொம்பாகிலும் - 300.4 
நரிகூட - 163.4 
நரைத்த - 78.4 
நல் - 4.1; 23.1; 28.1; 42.3; 44.1; 47.3; 53.3; 56.1; 61.3; 67.2; 71.4; 76.1; 80.1; 86.1; 110.1; 115.8; 128.1; 162.4; 192.1; 196.1; 197.3; 206.1; 207.3; 216.1; 221.1; 226.1; 237.1; 246.1; 249.3; 280.4; 281.1; 290.3; 306.2; 309.7; 310.3; 326.1,1,2; 338.2; 347.2; 390.1; 394.1; 410.3 
நல்ல - 125.1; 207.3,4 
நல்லார்க்கும் - 382.2 
நல்லாரை - 384.2 
நல்லி - 119.4 
நல்லூர் - 285.3 
நலம்செயும் - 160.3 
நலார் - 157.1 
நவநிதியும் - 171.1; 219.1 
நவில - 163.4 
நவிலுவாயே - 153.4 
நள்ளார் - 280.4 
நள்ளிய - 77.2 
நளன் - 348.4 
நறுக்கி - 256.3 
நறும் - 109.3; 116.1 
நன்றாய் - 224.2 
நன்றாய்க் - 286.3 
நன்று - 204.1,2; 229.1,1 
நன்றே - 212.2,3 
நா - 249.3 
நாக்கு - 390.1 
நாகணவாய்ச்சியும் - 268.2 
நாகம் - 50.1; 66.1 
நாகனை - 261.1 
நாங்கள் - 149.2; 197.2 
நாங்கூழு - 363.1 
நாச்சியார் - 303.1 
நாஞ்சிநாட்டு - 147.2 
நாட்டார் - 362.1 
நாட்டாரும் - 376.1 
நாட்டானபேர்க்கான - 229.2 
நாட்டி - 115.34; 283.2 
நாட்டில் - 198.3; 253.1; 338.2; 360.1; 384.1; 393.2 
நாட்டு - 153.4 
நாட்டும் - 196.1 
நாடகக்காரி - 229.1 
நாடகம் - 31.1; 42.3 
நாடாளன் - 307.1 
நாடிநாடி - 47.2 
நாடு - 158.1,1,2,2,3,3; 159.1,1,2,2,3,3; 160.1,1,2,2,3,3; 343.1 
நாடுவார் - 20.2 
நாடே - 157.4; 158.4; 159.4; 160.4; 161.4 
நாணம் - 246.2; 348.3; 388.2 
நாணமும் - 28.1 
நாணவே - 32.2 
நாணி - 155.1; 245.2 
நாணைய - 336.1 
நாதம் - 160.4 
நாதனும் - 244.1 
நாம - 257.2 
நாயகமாகவும் - 280.2 
நாயகர் - 110.1,1,2; 111.1,1; 113.1,1; 281.1; 312.1 
நாயகன் - 9.4 
நாரி - 43.4 
நாரிபங்காளர் - 71.3 
நாரியை - 328.2 
நாரை - 302.1 
நாரையும் - 265.3; 290.4 
நால் - 39.3 
நாலஞ்சு - 268.3 
நாலடி - 44.2 
நாலுகவி - 103.2 
நாலுபேர் - 388.2 
நாலுமறை - 103.1 
நாவும் - 224.3 
நாழி - 210.1 
நாள் - 291.1,2; 312.1; 318.1 
நாளாக - 355.1 
நாளில் - 95.1; 249.3 
நாளிலே - 196.4 
நாளை - 246.2 
நாறும் - 138.2; 284.2 
நான் - 55.2; 64.2; 72.2; 74.1; 76.3; 86.4; 91.4; 92.4; 164.2; 192.2; 195.4; 199.1; 200.1; 229.2; 237.1; 314.1,3; 322.1; 323.1; 329.1; 331.2; 341.1; 368.1; 386.2; 401.2 
நான்கும் - 4.3 
நான்தானோ - 80.1 
நான்மறை - 158.3 
நான்மறையும் - 269.1 
நான்முகனும் - 19.1 
நானிலம் - 306.3 
நானிலமும் - 285.3 
நானும் - 77.3; 81.4; 246.2; 300.2 
நானூற்றிருபத்துநாலில் - 197.1 
நானே - 253.4; 254.2; 255.4; 256.4; 257.2; 266.2 
நிகர் - 119.1 
நிசம் - 82.3 
நித்தம் - 220.2 
நித்திரா - 90.2 
நித்திரை - 70.2 
நிந்தனைசெய் - 177.2 
நிமலமூர்த்தி - 81.3 
நிமலர் - 193.1 
நிமித்தம் - 206.1 
நிரந்தரமூர்த்தி - 82.3 
நிருபன் - 23.1 
நிரை - 34.4; 120.1; 139.2; 269.4 
நில்லானோ - 23.2 
நிலத்தில் - 218.1 
நிலத்திலே - 314.3 
நிலவரதை - 210.2 
நிலா - 62.4; 67.1 
நிலாவினொடு - 61.4 
நிலாவுமே - 68.2 
நிலை - 140.2 
நிலைக்கண்ணாடி - 282.1 
நிலைதரும் - 321.2 
நிலையிட்டு - 35.4 
நிழற்றவே - 11.2 
நிற்கும் - 141.2; 338.1 
நிற்பது - 351.2 
நிற்பார் - 98.2; 99.2 
நிற - 266.4 
நிறமாக - 266.4 
நிறுவிய - 7.3 
நிறை - 104.1; 210.1 
நின்ற - 163.1; 198.3; 223.10; 354.2 
நின்றாள் - 329.1 
நின்று - 42.1; 106.1; 120.2; 177.1; 303.3 
நின்றேன் - 307.3 
நினைந்தது - 223.18 
நினைவு - 317.3 
நினைவோடு - 118.2 
நீ - 68.1; 73.2; 78.4; 82.4; 87.1,2; 108.1; 111.2; 113.2; 153.2; 180.2; 182.1; 193.3; 228.1; 234.1; 317.2; 318.4; 319.1; 341.2; 355.2,2; 382.1; 384.1; 393.2 
நீக்கமிலை - 104.2 
நீக்கி - 283.1 
நீங்க - 161.1 
நீங்கி - 326.3 
நீங்கிய - 158.2 
நீடு - 121.4; 140.1; 403.1 
நீடுசுண்டைப்பற்று - 272.1 
நீடும் - 267.3 
நீடூழி - 410.4 
நீண்டு - 335.1; 363.1 
நீதான் - 65.1; 395.1 
நீயே - 222.2 
நீர் - 109.1,2; 115.5,5,6; 193.1 
நீரில் - 109.4 
நீரிலே - 81.3 
நீரை - 155.3 
நீலகண்டர் - 104.1 
நீலி - 69.4 
நீள - 155.3 
நீளம் - 195.2; 273.2 
நீறு - 115.19; 255.1 
நுங்களில் - 319.2 
நுதல் - 119.1; 286.2 
நுதலாள் - 337.1 
நுதலில் - 116.1 
நுதலினாள் - 33.4 
நுழையும் - 143.2 
நூல் - 1.3 
நூவன் - 258.4; 263.3; 292.4 
நூவனுக்கு - 319.2 
நூவனும் - 259.2; 260.2; 261.2; 262.2; 300.2 
நூவனை - 303.4; 308.2 
நூவா - 318.3 
நூறாவது - 300.2 
நூறு - 159.1 
நெகிழ்க்கவா - 388.1 
நெகிழவிட்டேனே - 76.2 
நெஞ்சி - 118.1 
நெஞ்சில் - 118.2 
நெஞ்சின் - 325.1 
நெஞ்சை - 33.2; 91.3 
நெட்டழகு - 275.2 
நெடிய - 1.3 
நெடியானும் - 403.1 
நெடுஞ்செய் - 273.4 
நெடுநேரம் - 23.1 
நெடும் - 15.3 
நெடுவீதிதனிலே - 32.1 
நெடுவெளி - 13.3 
நெய்யாறாய் - 102.1 
நெய்யாறு - 302.4 
நெருக்கவே - 14.1 
நெருகி - 293.1 
நெருங்க - 161.1 
நெருங்கவே - 13.2 
நெருடிநெருடி - 330.1 
நெருப்பை - 62.3,4; 83.1,2 
நெல்வேலி - 321.2 
நெல்வேலியார் - 370.1 
நெளிந்த - 363.2,2 
நெளியிட்ட - 214.2 
நெளிவு - 363.2,2 
நெற்றி - 71.1 
நெற்றியின் - 275.2 
நெறிபிடித்த - 37.3 
நெறிபிடித்து - 370.2,2 
நெறியார்க்கே - 221.2 
நேச - 57.1 
நேசம் - 224.1 
நேசித்த - 113.1 
நேர் - 1.3 
நேர்த்தி - 266.3 
நேர்ந்துகொள்வாய் - 210.2 
நேரிய - 223.10 
நேரிழையாரையும் - 70.1 
நேரே - 204.1 
நேற்றைக்கு - 90.1 
நைவேத்தியம் - 283.2 
நைவேத்யம் - 102.1 
நொடித்தவர் - 112.1 
நொந்தால் - 351.1 
நொந்தேனே - 75.2 
நோக்கி - 115.35 
நோக்கிக் - 251.2 
நோக்கிய - 308.2 
நோக - 351.2 
நோமே - 351.1 
பக்த - 278.2 
பக்தர்களை - 405.1 
பகட்டுமாக - 115.24 
பகரும் - 207.1; 402.2 
பகுத்து - 7.3 
பகை - 40.3 
பகைத்தான் - 318.2 
பகையெடுத்தார் - 67.2 
பகைவரும் - 336.1 
பங்கய - 41.4 
பங்குகொடுத்தவர் - 62.1 
பச்சைக்கிளி - 50.3 
பசந்ததோர் - 82.2 
பசந்தேனே - 55.3 
பசப்பும் - 82.2; 115.23 
பசியாதோ - 25.2 
பசியாற்றும் - 220.1 
பசுங்கிளி - 328.1 
பசுங்கிளியே - 226.2 
பசுங்கொடியே - 212.2 
பசுப்புரை - 281.3 
பசும் - 81.2; 215.1 
பஞ்சவர்ணக்கிளி - 268.2; 313.1 
பஞ்சாட்சரம் - 314.4 
பட்சி - 263.4; 269.4 
பட்சியா - 313.4 
பட்டணம் - 249.3 
பட்டது - 291.2 
பட்டப்பகலில் - 386.2 
பட்டாடை - 268.4 
பட்டு - 314.2 
பட்டோ - 223.19 
படம் - 329.1 
படரும் - 10.1 
படலை - 9.3 
படாம் - 387.1 
படி - 72.1 
படித்தரம் - 278.2 
படித்தவர் - 112.2 
படித்தாய் - 384.1 
படித்துக்கொண்டாய் - 86.2 
படித்துறையும் - 282.2 
படுக்க - 391.1 
படுக்கவே - 290.4; 291.4; 323.2 
படுக்கும் - 254.2; 255.4; 256.4 
படுக்கையில் - 299.2 
படுக - 391.2 
படுத்த - 290.1 
படுத்தான் - 289.3 
படுத்திட்ட - 289.4 
படுத்து - 317.2 
படுத்தேன் - 322.3; 323.3 
படும் - 301.2 
படுமே - 293.2,2; 294.2,2; 295.2,2 
படை - 9.1; 15.2; 72.1 
படைத்தாய் - 208.2 
படைத்திலானே - 44.4 
படையானை - 398.2 
பண்டு - 368.1 
பண்டை - 7.3 
பண்ணவர் - 288.1 
பண்ணிய - 288.2 
பண்ணை - 265.2; 292.2 
பண்பு - 168.2 
பணம்போட்டுத் - 289.1 
பணி - 8.2; 35.3; 110.1,2; 227.2 
பணிகளின் - 381.2 
பணிமாறு - 102.2 
பணிவிடை - 285.1 
பணைப்பினாலோ - 39.2 
பத்தர் - 306.1 
பத்தியமும் - 306.2 
பத்தியில்லா - 346.2 
பத்து - 39.4 
பத்தெட்டு - 375.2,2 
பதக்கம் - 9.3 
பதஞ்சலி - 110.2 
பதி - 163.2; 285.2 
பதித்த - 34.4; 36.1 
பதியான் - 115.8 
பந்தடி - 39.4 
பந்தடிக்கும் - 44.4; 135.1 
பந்தடிக்கையில் - 228.1 
பந்தடித்தனளே - 45.1 
பந்தர் - 267.4 
பந்தியாள் - 36.4 
பந்து - 40.4; 41.4; 42.4; 48.2,2,3 
பந்துகொண்டு - 43.4 
பந்தும் - 48.3 
பம்பரம் - 338.1 
பம்பும் - 315.2 
பம்பை - 284.4 
பம்மிக் - 253.3 
பயந்தால் - 231.1 
பயந்திருந்தேன் - 234.2 
பயம் - 358.1 
பயமா - 357.2,2 
பயலும் - 335.2 
பயலை - 340.4 
பயிரவி - 14.4; 121.3 
பயில்கின்றாளே - 39.4 
பயிலும் - 37.4 
பயிற்றிய - 72.1 
பயின்றால் - 72.2 
பயின்றாளே - 40.4; 41.4 
பரஞ்சாட்டி - 90.4 
பரந்து - 10.2; 133.2; 174.1; 288.2 
பரம்பரனை - 406.2 
பரமர் - 82.2; 152.2; 178.2; 198.3 
பரமன் - 249.1 
பரமானந்த - 281.2 
பரவும் - 54.1; 304.1 
பரவையை - 14.1 
பரி - 131.2 
பரிகலம் - 8.4; 290.3 
பரிகள் - 154.3 
பரிதி - 152.1 
பரியான் - 115.9 
பருகி - 84.3,4 
பருகிய - 156.1 
பருத்த - 83.3 
பருத்தால் - 122.4 
பருத்தி - 316.2 
பருந்து - 290.4 
பரும் - 290.1; 391.1 
பருவ - 83.4 
பருவத்தாள் - 34.2 
பல் - 302.4 
பல்லக்கு - 227.1 
பல்லியும் - 207.1 
பல்லின் - 35.1 
பல்லினாள் - 34.4 
பல - 11.3; 12.3; 80.1; 255.3; 256.3; 259.2; 269.4 
பலபலென்ன - 207.1 
பலரும் - 53.3 
பலவினில் - 118.1; 256.1 
பலவு - 43.3; 140.1 
பலவுக்குள் - 198.3 
பலவும் - 92.4 
பலனாம் - 211.2 
பலா - 156.2; 160.2 
பலாவினில் - 156.2 
பவள - 128.3; 193.1 
பவனி - 1.2; 5.1,1; 15.1; 233.2; 337.1 
பவுஞ்சாய் - 15.2 
பழகு - 108.1 
பழகும் - 35.2 
பழங்களை - 135.1 
பழம் - 81.1; 103.1; 217.3 
பழனிமலை - 145.2 
பழித்தது - 157.1 
பழித்து - 308.2 
பழுத்து - 72.3; 115.7 
பழுதிலை - 191.2 
பழுது - 81.1 
பழைய - 152.2 
பள்ளியறை - 107.1 
பற்றாக - 178.2 
பற்றில் - 310.1 
பற்று - 284.4; 285.4 
பறக்க - 324.3 
பறக்கும் - 154.3 
பறவை - 263.3,3; 299.2; 307.4; 375.1 
பறவைகள் - 255.4; 256.4; 264.1; 270.1; 271.1; 276.1; 288.2; 311.1 
பறவைகு - 307.3 
பறவையின் - 324.1 
பறவையை - 302.3 
பறிகொடுத்த - 401.1 
பறித்திடும் - 301.2 
பன்றி - 223.14 
பன்றியொடு - 178.1 
பன்னக - 196.2 
பன்னகம் - 394.2 
பன்னகர் - 110.1 
பன்னத் - 127.1 
பன்னரும் - 290.3 
பன்னிக்கொண்டு - 259.2 
பன்னியரும் - 80.2 
பன்னும் - 281.3 
பனக - 54.4; 405.1 
பனிமலை - 119.4 
பனிமலையின் - 183.1 
பா - 197.4; 249.1 
பாகம் - 50.3 
பாகர் - 158.4; 159.4; 315.4 
பாங்கி - 73.2 
பாங்குதனை - 150.2 
பாச்சோ - 58.2 
பாசியும் - 115.20 
பாட்ட - 273.1 
பாட்டப்புறவு - 265.2 
பாட்டும் - 103.1 
பாடகம் - 364.2,2 
பாடகமும் - 42.2 
பாடல்கள் - 14.2 
பாடாள் - 57.2 
பாடி - 47.3; 115.18; 128.1; 134.1; 193.2; 313.4 
பாடிக்கொண்டால் - 395.2 
பாடிக்கொள்வார் - 395.1 
பாடிக்கொள்வோமடா - 394.2 
பாடிக்கொள்ள - 353.2 
பாடிய - 110.1; 158.3; 328.1 
பாடியே - 121.3 
பாண்டியன் - 289.1 
பாண்டியனார் - 196.2; 364.1 
பாண்டிராச்சியம் - 197.3 
பாதகர் - 255.3 
பாதம் - 330.1; 351.1,2; 389.1 
பாதமும் - 42.2 
