முக்கூடற் பள்ளு சொல்லடைவு
பயிரிடா -- 67.1 
பயிரிடும் -- 143.2 
பரத்தி -- 86.5 
பரந்ததே -- 42.8 
பரந்து -- 52.1, 136.1 
பரப்பினாரே -- 137.4 
பரம்பில் -- 129.6 
பரம்பு -- 125.2, 132.4 
பரமனார் -- 113.5 
பரமார்த்தி -- 54.7 
பரவ -- 2.8 
பரவி -- 40.7 
பரவும் -- 112.3, 131.2 
பரவை -- 51.3, 125.7 
பராக்கு -- 103.1,1 
பரிசனமும் -- 28.3 
பரிசு -- 40.1 
பரிசும் -- 10.2 
பரிபவர் -- 4.2 
பரியாய் -- 161.2 
பரியார் -- 39.1 
பரு -- 51.5 
பருக்கவே -- 86.8 
பருத்திப்பை -- 53.1 
பருதியர் -- 4.5 
பருந்தாட்டம் -- 98.3 
பருவ -- 133.2 
பல்லும் -- 53.2 
பல -- 29.3, 68.1, 88.7, 92.15, 112.1, 141.2 
பலம் -- 117.3 
பலர் -- 68.4 
பலரும் -- 137.2 
பலாக்கனி -- 25.3 
பலாவின் -- 25.2 
பலிதானிடும் -- 33.1 
பவுசு -- 17.1 
பழ -- 1.7 
பழகினீர் -- 67.1 
பழங்கதை -- 100.1 
பழந்தொளி -- 134.3 
பழம் -- 99.3 
பழம்பாசிமீன் -- 50.4 
பழனம் -- 124.1 
பழிக்கு -- 165.3 
பழிகாரி -- 94.1 
பழித்திடும் -- 90.5 
பழித்து -- 171.2 
பழுத்து -- 136.4 
பழைய -- 132.2 
பள் -- 1.4, 2.4, 4.4, 67.1, 87.8, 88.2 
பள்ள -- 12.2 
பள்ளத்தியார் -- 7.4 
பள்ளர் -- 33.4, 34.2, 35.8, 36.7, 114.7, 121.1, 130.3, 131.5, 141.1 
பள்ளன் -- 55.2, 56.1, 76.3, 81.2, 85.3, 91.3, 94.1, 96.1, 102.1, 103.3, 105.1, 106.3, 120.1, 124.4, 132.3, 149.2, 153.3, 155.1 
பள்ளன்--தன் -- 75.1, 93.4 
பள்ளனுக்கு -- 14.7, 97.4, 151.1 
பள்ளனும் -- 160.2 
பள்ளனை -- 54.7, 59.1, 61.2, 65.1, 116.1 
பள்ளனையும் -- 63.1 
பள்ளா -- 15.6,6, 65.2, 75.4, 94.4, 100.4, 113.6 
பள்ளி -- 6.8, 8.8, 9.2, 14.8, 62.4, 63.4, 97.2, 98.1, 100.2, 116.4, 131.3,4,4, 149.3, 151.1 
பள்ளியர் -- 5.4, 120.1, 149.4 
பள்ளியர்க்கு -- 12.1 
பள்ளியர்கள் -- 16.2 
பள்ளியரும் -- 119.1 
பள்ளியால் -- 104.4 
பள்ளியும் -- 116.4 
பள்ளியும்தான் -- 58.1 
பள்ளீரே -- 50.8, 51.8, 125.8, 126.8, 128.8, 129.8, 130.8, 131.8, 132.8, 133.8, 134.8, 150.8, 151.8 
பள்ளு -- 105.3 
பள்ளேசலிலே -- 3.4 
பளத்தாரை -- 48.6 
பற்றவையாதே -- 99.3 
பற்றா -- 51.5 
பற்றிய -- 6.3 
பற்றிலே -- 134.2 
பற்று -- 151.2 
பற்றுக்குறித்தாள் -- 94.2 
பற்றும் -- 92.8,12, 99.3 
பற்றை -- 72.3 
பறக்கும் -- 72.4 
பறந்து -- 38.5 
பறித்தான் -- 90.2 
பன்றி -- 67.2 
பன்னகத்தில் -- 174.3 
பனி -- 164.1 
பனை -- 33.2 
பா -- 1.4, 4.6 
பாக்கியம் -- 105.4 
பாக்கும் -- 6.4 
பாகமான -- 13.1 
பாங்கினொடு -- 119.4 
பாச்சக்காலை -- 134.6 
பாச -- 111.4 
பாட்டு -- 16.3 
பாடலில் -- 3.4 
பாடி -- 23.1 
பாடு -- 44.5,5 
பாடுபட்டும் -- 101.1, 151.2 
பாத -- 174.4 
பாதம் -- 118.8 
பாதர் -- 131.2 
பாதி -- 9.2, 75.2 
பாதியும் -- 70.2,3 
பாம்பு -- 72.4 
பாம்புக்குத் -- 87.1 
பாம்பும் -- 83.1 
பாம்பையும் -- 89.4 
பாய் -- 24.1, 92.1 
பாய்ச்சலும் -- 92.9 
பாய்ந்ததே -- 44.8 
பாய்ந்து -- 116.1, 129.6 
பாய -- 51.6,6,6 
பாயவே -- 51.6 
பாயும் -- 39.1, 46.1,5 
பார் -- 3.3, 26.1, 28.3 
பார்க்க -- 95.1 
பார்க்கப்படாது -- 103.4 
பார்க்கமுடியாதே -- 7.4 
பார்க்கலாம் -- 75.2 
பார்க்கவும் -- 56.2 
பார்க்கவேணும் -- 71.3 
பார்க்கும் -- 11.2 
பார்த்தால் -- 98.2, 104.3 
பார்த்து -- 54.1, 65.2, 113.3, 118.4, 120.1 
பார்து -- 173.2 
பார்ப்பாய் -- 98.2 
பார்ப்பாராம் -- 54.5 
பார்வை -- 7.1 
பார்வையான -- 92.7 
பார -- 2.3, 69.4, 92.11 
பாராமல் -- 94.1, 163.3 
பாரான் -- 57.2 
பாரித்த -- 31.2 
பாரின் -- 135.1 
பாருக்குள் -- 88.7 
பாரும் -- 50.8, 51.8, 90.7, 129.8, 130.8, 131.8, 133.8, 134.8 
பால் -- 42.8, 82.1 
பால்கடுக்கன் -- 108.3 
பால்வெள்ளத்து -- 41.1 
பாலாய் -- 87.3 
பாலிப்பவரே -- 1.8 
பாலை -- 40.8, 42.1,1 
பாவலர்க்கு -- 29.3 
பாவலனுக்கு -- 3.3 
பாவனை -- 12.2 
பாறு -- 42.3,3 
பானை -- 134.4 
பிச்சன் -- 142.2 
பிடிக்க -- 117.1 
பிடிக்கும் -- 131.8 
பிடித்தது -- 90.8 
பிடித்து -- 134.8 
பிடிப்பார் -- 55.4 
பிடிப்பாரே -- 55.4 
பிடிப்பான் -- 89.4 
பிடியாய் -- 90.8 
பிடியை -- 128.7 
பிடுங்கி -- 125.3 
பிணியில் -- 138.5 
பிணைப்பட்டு -- 159.2 
பிணைப்பார் -- 138.5 
பிணையல் -- 138.6 
பிதிரும் -- 42.5 
பிரசம் -- 3.7 
பிரமகத்தி -- 15.2 
பிரவத்தி -- 59.3 
பிரான் -- 31.1 
பிரித்து -- 132.6 
பிரிப்பார் -- 138.4 
பிரியான் -- 87.6 
பிழைத்தாலும் -- 106.1 
பிழைத்தான் -- 88.4 
பிழையை -- 104.1 
பிள்ளைக்கு -- 105.3 
பிள்ளையார் -- 151.3 
பிளந்த -- 17.2 
பிறகு -- 98.1 
பிறகே -- 169.3 
பிறந்தான் -- 90.1 
பிறரே -- 3.8 
பிறை -- 8.2 
பின் -- 27.2, 34.3, 38.7, 52.3, 70.2, 91.2, 99.1, 107.2, 112.2, 125.4, 132.6 
பின்பு -- 75.2 
பின்னரும் -- 5.1 
பின்னும் -- 107.3 
பின்னை -- 54.4 
பீடம் -- 28.2 
பீலி -- 17.1 
புகு -- 71.3 
புகுதலுமே -- 119.2 
புகுந்த -- 48.1 
புகுந்ததே -- 46.8 
புகுந்தவள் -- 14.5 
புகும் -- 78.2 
புகைகுடிக்க -- 54.6 
புங்கவர் -- 130.1 
புங்கவனார் -- 116.3 
புங்கன் -- 114.2 
புடைக்கும் -- 24.2 
புடையில் -- 48.2 
புத்தன் -- 108.4 
புத்தி -- 106.3, 173.4 
புத்திசொல்லி -- 102.2 
புத்தியுடன் -- 34.3 
புத்தியும் -- 56.3 
புதல்வர் -- 31.1 
புதன் -- 113.1 
புதியவன் -- 86.3 
புது -- 147.2 
புதுக்கினாள் -- 94.3 
புதுமை -- 50.8 
புதுமையோ -- 128.4 
புதைத்து -- 50.7 
புய -- 2.7, 58.4, 69.3 
புயமும் -- 133.1 
புயல் -- 30.4, 39.3 
புயலின் -- 133.2 
புயலே -- 76.1 
புரப்போர் -- 136.3 
புரம் -- 4.1 
புரவி -- 40.7, 132.3 
புரவிலே -- 132.2 
புரவும் -- 92.7 
புரி -- 138.1 
புரி_குழலார் -- 27.3 
புருவம் -- 120.2 
புரை -- 86.7 
புல்லை -- 115.2 
புலமை -- 130.1 
புலவோர் -- 3.6 
புலி -- 166.3 
புலிச்சி -- 126.6 
புலித் -- 168.1 
புலியன் -- 114.4 
புலியும் -- 83.2 
புலியூர் -- 33.1 
புலை -- 117.6 
புவி -- 2.2 
புழுதி -- 46.4 
புள் -- 12.3, 48.2, 131.1 
புள்ளி -- 10.4, 35.8 
புள்ளியில் -- 143.2, 144.2 
புள்ளின் -- 116.3 
புள்ளு -- 21.2 
புளி -- 4.7 
புளினம் -- 48.2 
புற்று -- 11.4 
புற்றை -- 72.4 
புறகே -- 167.1 
புறப்பட்டான் -- 60.1 
புறப்பட்டே -- 40.2 
புறப்படுவேன் -- 78.2 
புறம் -- 69.3 
புறாக்கள் -- 18.3 
புனம் -- 23.3 
புனல் -- 24.1, 40.2, 46.2, 48.5,6, 52.3, 130.2, 134.3 
புனலை -- 38.4 
புனுகுச்சம்பாவும் -- 108.4 
பூ -- 3.7, 19.3, 27.3 
பூகம் -- 25.1 
பூங்குயிலைக் -- 27.3 
பூங்குழலி -- 45.4 
பூசை -- 147.1 
பூஞ்சாலி -- 30.1 
பூட்டா -- 115.1 
பூட்டி -- 114.8, 120.2, 136.3 
பூட்டித் -- 87.2 
பூட்டும் -- 115.1,2 
பூத்த -- 28.1,2,3,4, 33.1 
பூதக்கோன் -- 83.1 
பூந் -- 40.7 
பூந்தயிலம் -- 55.1 
பூப்பட்டான் -- 163.4 
பூம் -- 16.3, 127.1 
பூம்பச்சையும் -- 8.1 
பூம்பட்டும் -- 8.7 
பூம்பாளை -- 68.2, 108.3, 147.2 
பூமி -- 126.6 
பூமிக்கும் -- 87.7 
பூரணர் -- 1.3 
பூரம் -- 74.4 
பூரித்து -- 2.5 
பூலா -- 32.2 
பூலாவுடையார் -- 118.6 
பூலான் -- 114.4 
பூலி -- 126.3 
பூவலய -- 3.1 
பூவி -- 126.5 
பூவில் -- 9.4 
பூவுக்கு -- 38.3 
பூவுக்கும் -- 108.4 
பூவும் -- 9.4, 30.1 
பூவை -- 3.1, 20.3, 44.6,6 
பூனை -- 157.1,2 
பூனைக்கு -- 156.4 
பூனைக்குட்டியை -- 89.7 
பெட்டியால் -- 57.4 
பெட்டியில் -- 151.4 
பெட்டை -- 71.4 
பெண்டானவள் -- 14.6 
பெண்டு -- 150.7, 171.1 
பெண்ணாக -- 161.4 
பெண்ணுக்கும் -- 73.4 
பெண்ணை -- 55.4 
பெண்பிள்ளை -- 106.1 
பெய்ய -- 30.3, 34.4 
பெய்யவே -- 32.1 
பெயர்தரும் -- 4.5 
பெரிச்சி -- 126.2 
பெரிய -- 38.7, 46.6 
பெரியநம்பி -- 139.1 
பெரியநம்பிஅய்யங்கார் -- 30.2 
பெரியநம்பியை -- 11.3 
பெரியவர் -- 4.3 
பெரியாளும் -- 130.8 
பெரியான் -- 114.1, 131.6 
பெரியோனை -- 2.8 
பெரு -- 30.3, 42.6, 54.1 
பெருக்கும் -- 23.2 
பெருகவே -- 29.1 
பெருகி -- 50.8, 51.8 
பெருகுங்கால் -- 130.2 
பெருகுதற்கு -- 135.2 
பெரும் -- 129.5, 141.2 
பெருமாள் -- 11.5, 68.1, 171.1 
பெருமாளை -- 171.2 
பெருமை -- 27.1, 29.4, 51.7, 58.3 
பெருவெள்ளை -- 69.1, 144.2 
பெற்ற -- 133.3, 151.4 
பெற்றா -- 144.2 
பெற்றாலும் -- 51.7 
பெற்றிடும் -- 6.7 
பெற -- 52.2, 112.2 
பெறவே -- 82.2 
பெறும் -- 28.3, 30.2 
பேச்சி -- 126.4 
பேச்சிட்டு -- 90.7 
பேச்சில் -- 157.3 
பேச்சு -- 54.2, 90.3 
பேச்சுகள் -- 99.2 
பேச்சை -- 152.4 
பேச -- 16.2 
பேசடி -- 157.4 
பேசப்போமோ -- 100.3 
பேசலாமோடி -- 171.2 
பேசாதே -- 154.3 
பேசாமல் -- 17.2 
பேசி -- 91.3, 166.1 
பேசிப்பார்க்கும் -- 133.6 
பேசில் -- 157.4 
பேசின -- 98.2 
பேடை -- 17.2 
பேத்தி -- 54.3 
பேதலித்துப்போய்க் -- 100.1 
பேதிக்க -- 161.3 
பேதியான் -- 83.4 
பேய் -- 11.6, 75.1, 85.5, 86.1 
பேய்தண்ணீருக்கு -- 57.4 
பேர் -- 28.2, 92.2, 151.5 
பேர்த்து -- 138.6 
பேரண்டம் -- 19.2 
பேரிகை -- 24.2 
பேரிட்டு -- 72.2, 92.15 
பேரியல் -- 1.7 
பேரில் -- 70.2 
பேரினும் -- 135.2 
பேருக்கும் -- 88.7 
பேரும் -- 149.1 
பேரை -- 33.4, 69.2 
பேறு -- 37.1 
பேறுடனே -- 52.2 
பேறும் -- 52.2 
பேனை -- 89.5 
பைங்கிளி -- 20.3 
பைத்தியம் -- 88.8 
பொங்கரூடு -- 20.3 
பொங்கலும் -- 32.2 
பொங்கவே -- 130.5 
பொங்கும் -- 69.3 
பொட்டும் -- 6.1,1 
பொடி -- 82.6, 138.7 
பொத்தாணி -- 133.3 
பொத்திமீன் -- 50.5 
பொதிந்த -- 136.3 
பொதியவரைக்கும் -- 50.2 
பொதியை -- 136.3 
பொது -- 83.1 
பொதுவன் -- 147.2 
பொதுவாம் -- 88.6 
பொதுவி -- 126.7 
பொய் -- 89.8 
பொய்க்குமோ -- 98.4 
பொய்த்த -- 91.3 
பொய்யலி -- 131.6 
பொய்யா -- 3.2 
பொரு -- 50.7, 128.1 
பொருட்டால் -- 31.3, 164.3 
பொருத -- 130.2 
பொருந்த -- 98.4 
பொருநை -- 30.1, 36.1, 51.2, 130.2 
பொருநைநதி -- 47.3 
பொருநையாறு -- 50.8 
பொருநையுடன் -- 13.2 
பொருப்பர் -- 39.4 
பொருப்பு -- 39.2 
பொருப்பே -- 39.2 
பொருப்பை -- 42.2 
பொருமல் -- 149.3 
பொருள் -- 3.5, 21.4 
பொல்லாத் -- 106.1 
பொல்லாப்பு -- 104.4 
பொலி -- 138.8,8,8, 140.2 
பொலிக்கணக்கை -- 141.1 
பொலியை -- 138.7 
பொழி -- 4.8 
பொழிந்த -- 38.7, 51.1 
பொழுதில் -- 115.2 
பொழுது -- 78.2 
பொற்பாளை -- 108.2 
பொறாது -- 72.4 
பொறித்தான் -- 86.4 
பொறு -- 174.1 
பொறுத்தேன் -- 174.1 
பொறுப்பர் -- 58.2 
பொறுப்பீரே -- 103.3 
பொறும் -- 104.1 
பொன் -- 19.3, 20.1, 136.3 
பொன்னி -- 126.5 
பொன்னின் -- 164.1 
போ -- 59.2, 132.6, 172.1,1 
போக்கு -- 56.3 
போக்கும் -- 92.6 
போகாமல் -- 125.8 
போகிலாள் -- 126.4 
போகும் -- 94.2 
போட்டதற்கோ -- 159.1 
போட்டால் -- 85.8 
போட்டான் -- 88.2 
போட்டேன் -- 90.6, 108.4 
போடி -- 153.2, 154.4, 160.3 
போடு -- 158.4 
போத்தன் -- 114.3 
போதத்து -- 4.8 
போதனும் -- 3.2 
போதில் -- 9.4, 23.3 
போது -- 11.1 
போதே -- 13.2 
போய் -- 40.6, 50.2, 68.2, 71.3, 89.5, 102.2, 123.2, 133.8 
போய்க் -- 134.7 
போய்ச் -- 40.6 
போய்த் -- 132.6 
போய்விட்ட -- 17.3 
போய்விடு -- 95.3 
போய்விடுமோ -- 118.2 
போயும் -- 15.5, 46.3 
போர் -- 138.3 
போரில் -- 69.3 
போரை -- 138.4 
போல் -- 26.4, 50.7, 51.7, 53.2,2,3,4,6, 57.2, 62.1, 80.1, 82.4, 89.1,7, 91.4, 98.3, 99.3, 125.7, 128.5,5,6,6,7,7, 136.3, 154.3, 156.2, 160.1, 165.1, 166.3 
போல -- 133.8, 154.2, 165.3, 166.4 
போலவே -- 42.7 
போலும் -- 76.1, 87.1 
போலே -- 132.8 
போவாராம் -- 54.6 
போவோம் -- 36.2 
போற்றி -- 32.1, 137.3 
போற்றிய -- 34.3 
போற்றினரே -- 31.4 
போற்று -- 35.7 
போற்றும் -- 69.1 
போற்றுவார் -- 131.1 
போன -- 91.3 
போனது -- 117.2 
போனதும் -- 68.2 
போனதை -- 99.1 
போனான் -- 59.2, 164.2,4, 167.2,4 
மக்கள் -- 101.3 
மகபதி -- 1.7 
மகரம் -- 50.5 
மகள் -- 54.3, 131.6, 155.2 
மகன் -- 111.2 
மகனை -- 165.2 
மகாராசர்தாமே -- 70.3 
மகிழ்ச்சி -- 123.2 
மகிழ்ந்திடும் -- 48.7 
மங்கை -- 18.4, 162.1 
மச்சினி -- 132.5 
மச்சுமுறித்தானை -- 68.3 
மஞ்சணை -- 6.1 
மஞ்சள் -- 26.2,2, 87.3 
மஞ்சள்வாலன் -- 109.4 
மஞ்சளும் -- 8.1 
மஞ்சில் -- 14.7 
மட்டி -- 57.2, 150.3 
மட்டுக்கட்டு -- 86.2 
மட்டைக்கொம்பன் -- 109.4 
மடத்துக்கு -- 139.6 
மடந்தை -- 50.6 
மடப்புல்லை -- 109.3 
மடலன் -- 85.5 
மடிந்த -- 111.5 
மடிந்திடத் -- 40.3 
மடுத்து -- 44.6 
மடுவில் -- 51.3 
மடைக்கும் -- 92.12 
மண்டகப்படி -- 145.1 
மண்டப -- 74.1 
மண்டியே -- 134.4 
மண்ணை -- 169.4 
மணக்கச் -- 8.1 
மணந்திலரே -- 49.2 
மணம் -- 82.1 
மணல்வாரி -- 108.1 
மணல்வாரியை -- 68.1 
மணலி -- 51.4 
மணலில் -- 50.7 
மணி -- 1.1, 3.7, 16.2, 23.1 
மத்தம் -- 24.4 
மத்தன் -- 162.2, 164.2 
மத்தி -- 50.5 
மத்து -- 53.2 
மத -- 8.5, 117.1 
மதி -- 18.1 
மது -- 19.3, 44.2, 123.1 
மதுபான -- 40.5 
மதுவெறிகொண்டு -- 10.7 
மதுவை -- 129.5 
மதோன்மத்தரான -- 24.4 
மந்தி -- 150.4 
மந்திரமும் -- 160.1 
மயக்கம்கொண்டு -- 115.8 
மயக்கமும் -- 129.5 
மயக்கியே -- 48.1 
மயமாம் -- 164.1 
மயல் -- 85.5 
மயிந்தி -- 51.4 
மயிரும் -- 53.5 
மயில் -- 17.1 
மயிலை -- 109.3 
மயிலையும் -- 71.4 
மரக்கணு -- 90.7 
மரக்குட்டை -- 93.4 
மரகத -- 1.1 
மரங்களை -- 20.2 
மரத்தால் -- 110.6 
மரத்தில் -- 98.3 
மரத்தொடு -- 86.7 
மரபினில் -- 1.1 
மரம் -- 106.4, 110.2 
மரமும் -- 86.7, 107.2 
மரவமும் -- 42.1 
மரவுரியும் -- 168.3 
மருக்களை -- 20.2 
மருகன் -- 163.1 
மருகோனை -- 40.7 
மருங்கில் -- 8.7 
மருதப்பர் -- 73.2 
மருதம் -- 43.3, 44.8, 46.1,1 
மருதன் -- 114.3 
மருதி -- 126.1 
மருதியும் -- 130.7 
மருதீசர் -- 20.4, 24.4 
மருதீசருக்கும் -- 9.1 
மருது -- 160.4 
மருதூர் -- 9.2, 14.8, 16.4, 20.4, 24.4, 62.3, 93.2, 130.2 
மருதூர்க் -- 63.3 
மருதூர்க்கு -- 8.8 
மருதூர்ச் -- 117.5 
மருதூர்ப்பள்ளி -- 61.1, 95.4, 153.1, 154.1, 155.1, 156.1, 157.1, 158.1, 159.1, 160.1, 161.1, 172.1, 173.1 
மருதூராளை -- 57.3 
மருதூரில் -- 58.1, 98.1, 104.4, 151.1 
மருதூரை -- 29.2 
மருந்தின் -- 117.6 
மருந்து -- 98.1 
மருப்பின் -- 10.1 
மருமகன் -- 134.5 
மருவி -- 11.5 
மருவு -- 30.4 
மருவும் -- 130.1 
மலங்காமல் -- 111.7 
மலங்கும் -- 50.6 
மலர் -- 23.3, 48.1, 174.4 
மலி -- 44.1 
மலை -- 35.1, 164.2 
மலைகளையும் -- 117.3 
மலைமுண்டன் -- 108.2 
மலையின் -- 118.5 
மவ்வலை -- 44.2 
மழு -- 162.2 
மழை -- 30.3, 35.5 
மழைக்கு -- 36.1 
மழைபெய்யவே -- 33.3 
மழையின் -- 34.4 
மழையும் -- 37.2 
மள்ளர் -- 12.1, 31.3, 123.1, 137.2 
மள்ளருக்கு -- 127.2 
மள்ளருக்கே -- 9.3 
மற்ற -- 52.2, 148.2 
மற்றது -- 130.4 
மற்றை -- 72.2 
மற்றொரு -- 6.1 
மறத்தியர் -- 42.6,6 
மறந்தான் -- 90.1 
மறவாத -- 34.2, 118.8 
மறவாதிரும் -- 141.2 
மறிக்கும் -- 115.4 
மறித்தாய் -- 117.4 
மறித்தான் -- 115.6, 132.6 
மறித்து -- 155.3 
மறித்துக்கொண்டான் -- 155.2 
மறிப்பன் -- 115.5 
மறுக்கும் -- 10.7 
மறுக -- 22.2 
மறுகால் -- 60.3 
மறுகிமறுகி -- 132.5 
மறுத்து -- 125.1 
மறுநாள் -- 122.1 
மறுபடி -- 137.2 
மறுவில்லி -- 69.3 
மறை -- 1.2, 3.2 
மறைக்கப்போமோ -- 95.4 
மறைத்தான் -- 88.7 
மறைந்து -- 91.2 
மறைந்தே -- 165.3 
மறைபட்டுள்ளது -- 21.4 
மறையோருக்கும் -- 146.1 
மன்றல் -- 18.3 
மன்னிப்புக்கேட்டுப்பாரடி -- 99.4 
மன -- 1.3, 51.7, 55.2 
மனச் -- 97.3 
மனத்துக்கு -- 139.5 
மனத்தை -- 11.1 
மனது -- 83.6 
மனதுவர -- 80.1 
மனம் -- 102.1 
மனம்--தனில் -- 86.6 
மனு -- 1.1 
மனை -- 76.4 
மா -- 8.5, 23.1, 29.2 
மாங்குயில் -- 17.2 
மாங்குயிலுக்கு -- 18.3 
மாங்கொட்டை -- 53.4, 160.3 
மாட்டாமல் -- 117.2 
மாட்டில் -- 170.1 
மாட்டு -- 66.2, 107.4, 115.5, 169.3 
மாட்டுக்கு -- 117.1 
மாட்டை -- 57.1, 71.3, 118.3, 120.2 
மாடப்புறா -- 20.3 
மாடன் -- 134.7 
மாடுகள் -- 11.7 
மாடுதானும் -- 170.3 
மாடும் -- 88.5 
மாணிக்கவாசகன்கிட்ட -- 73.2 
மாதர் -- 58.4 
மாதவர் -- 34.1 
மாது -- 164.1 
மாதுளம் -- 25.4 
மாமன் -- 155.2, 163.3 
மாய -- 22.2 
மாயம் -- 55.3 
மாயவர் -- 1.3 
மாயவனார் -- 140.1 
மாயன் -- 163.4, 165.4 
மார்பினரோ -- 58.4 
மாராயம்சொல்லித் -- 18.3 
மாரி -- 31.3, 92.1 
மால் -- 37.2, 41.4, 43.1, 44.7, 51.1, 82.5, 102.3 
மாலாய் -- 87.3 
மாலிகை -- 16.3 
மாலுக்கு -- 44.7 
மாவில் -- 38.7 
மாற்றவள்--தன் -- 58.1 
மாறனூர் -- 133.3 
மாறாக -- 88.4 
மாறாதே -- 163.4 
மாறாமல் -- 66.4, 77.2 
மாறி -- 115.3 
மாறுகண்ணும் -- 53.1 
மிக்க -- 15.7, 28.2, 36.7, 113.4, 149.3 
மிக்காக -- 4.2 
மிக -- 28.2 
மிகுந்த -- 48.1 
மிசை -- 4.1,1 
மிஞ்சி -- 99.1, 157.4 
மிடைந்த -- 25.1 
மின் -- 41.2, 43.2 
மின்னல் -- 35.2,2 
மின்னுதே -- 35.2 
மின்னோடு -- 38.3 
மீசையில் -- 53.5 
மீசையும் -- 10.1 
மீட்டாய் -- 159.2 
மீட்டுக்கொள்ளடி -- 101.4 
மீட்பேன் -- 102.2 
மீண்டானே -- 124.4 
மீண்டும் -- 91.3 
மீதில் -- 170.4 
மீது -- 25.1 
மீளவும் -- 120.2 
மீளும் -- 67.3 
மீறியே -- 131.7 
மீறும் -- 86.1 
மீனுக்கு -- 87.1 
மீனை -- 89.3 
முக்காலும் -- 56.1 
முக்கூடல் -- 2.7, 4.4, 7.3, 12.3, 13.8, 16.1, 19.4, 23.4, 28.2, 31.2, 36.7, 38.2, 43.1, 47.1, 52.3, 53.8, 54.8, 71.1, 77.1, 81.3, 82.5, 83.7, 97.2, 102.3, 113.5, 116.3, 117.8, 118.3, 127.1, 128.3, 129.3, 131.2, 134.2, 135.3, 137.1, 140.1, 149.3, 174.3 
முக்கூடல்பள்ளன் -- 119.4 
முக்கூடல்பள்ளா -- 98.4 
முக்கூடல்பள்ளி -- 59.1, 84.4, 94.1, 99.4, 101.4, 152.1, 153.3, 154.3, 155.3, 156.3, 157.3, 158.3, 159.3, 160.3, 161.3, 172.3, 173.3 
முக்கூடல்பள்ளியை -- 62.1 
முக்கூடலர் -- 1.2 
முக்கூடலிலே -- 39.1, 45.1, 49.1 
முக்கூடலின் -- 3.4 
முக்கூடலின்--கண் -- 41.1 
முக்கூடலுற்று -- 15.3 
முக -- 9.3, 129.6, 150.4, 175.2 
முகத்தை -- 115.3 
முகந்து -- 48.3 
முகம் -- 54.1, 71.2, 94.1, 120.1, 123.1 
முகமும் -- 53.6 
முகில் -- 28.4, 34.3, 37.3 
முகில்வண்ணன் -- 169.4 
முகிழ்த்தம் -- 112.4, 113.4 
முகூடல்பள்ளனை -- 107.1 
முச்சாலடித்திட்டு -- 125.1 
முட்டி -- 44.2, 115.4, 134.6 
முட்டிக்கால் -- 150.1 
முட்டிவிட்டு -- 100.1 
முடங்கல் -- 134.3 
முடி -- 3.7, 136.2 
முடிக்கி -- 115.4 
முடித்த -- 128.2 
முடிந்து -- 125.4 
முடியாது -- 148.1 
முடியும் -- 167.3 
முடியை -- 129.4 
முடுக்கியும் -- 46.6 
முடுக -- 95.1 
முண்டன் -- 145.2, 146.2 
முண்டை -- 152.1 
முத்த -- 133.3 
முத்தம் -- 24.1 
முத்தமிழ் -- 13.7 
முத்தன் -- 92.8 
முத்தி -- 34.1, 102.3 
முத்து -- 15.7, 133.5 
முத்துக்கு -- 15.7 
முத்துவிளங்கி -- 108.2 
முத்துவெள்ளை -- 145.2 
முத்தேவில் -- 4.3 
முதல் -- 1.5, 83.5, 91.3, 106.2, 117.1, 136.2, 146.2 
முதல்வர் -- 1.2, 129.3, 136.2 
முதலாய் -- 114.7 
முதலாய்க் -- 66.2 
முதலான -- 112.1 
முதலே -- 117.7 
முதலை -- 46.6,6 
முதிர்ந்த -- 136.2 
முதிர்ந்தால் -- 37.1 
முதிரும் -- 42.3, 90.2 
முந்த -- 172.3, 173.1,3 
முந்தவே -- 36.6 
முந்தாநாள் -- 59.1 
முந்தி -- 78.2, 125.1 
முந்தின -- 88.5 
முந்நீர் -- 37.3, 43.1 
முப்பாலும் -- 60.1 
முப்பான்மை -- 4.3 
மும்மாரி -- 32.1 
மும்மாரியும் -- 30.3 
முரலும் -- 46.5 
முருகன் -- 114.5 
முல்லை -- 44.1 
முலை -- 18.2, 104.1, 128.6 
முலைகள் -- 130.6 
முலையில் -- 42.8,8 
முலையும் -- 133.5 
முலையை -- 132.8 
முழங்குமாறும் -- 40.2 
முழம் -- 168.1 
முழுது -- 4.6 
முழுதும் -- 36.8, 122.1, 125.2 
முழுப் -- 89.7 
முள் -- 42.4 
முளைக்கு -- 122.1 
முளைத்தாலும் -- 67.4 
முளைத்தே -- 136.4 
முற்றும் -- 50.2, 73.4, 137.1, 148.1 
முறித்தாய் -- 117.3 
முறுக்கு -- 10.1 
முறுக -- 137.1 
முறுகி -- 138.1 
முறும் -- 17.3 
முறை -- 37.4 
முறையிட்டது -- 152.1 
முறையிட்டாளே -- 84.4 
முறையிட -- 42.3 
முறையினில் -- 48.7 
முறையோ -- 118.5 
முன் -- 5.1, 70.3, 73.3, 90.5, 91.1, 102.4, 107.3, 111.1, 117.3, 132.1, 133.7, 149.4, 163.3 
முன்பு -- 137.1, 167.4 
முன்றில் -- 19.2, 47.1 
முன்னம் -- 69.1 
முன்னி -- 42.8 
முன்னிடில் -- 3.8 
முன்னே -- 32.4, 139.8 
முனையால் -- 115.7 
மூக்கன் -- 50.3 
மூக்கி -- 126.3, 133.4 
மூக்கிலே -- 56.3 
மூக்கு -- 150.2 
